Inventaire,Item_Original,Latin_Standard,Categorie
Rome Price Table (1674),rati,,SIMPLE
Rome Price Table (1674),Zaffiri Orient. preparati,,SIMPLE
Rome Price Table (1674),Acque stillate semplici.,,AQUA
Rome Price Table (1674),DA'cetosa,,SIMPLE
Rome Price Table (1674),D'agrimonia,,SIMPLE
Rome Price Table (1674),b:1,,SIMPLE
Rome Price Table (1674),D'anisi,Anisum,SIMPLE
Rome Price Table (1674),D'anonide,,SIMPLE
Rome Price Table (1674),D'eufragia,,SIMPLE
Rome Price Table (1674),Di fiori di papaueri erra-,,SIMPLE
Rome Price Table (1674),tici,,SIMPLE
Rome Price Table (1674),Acqua di frauole,,SIMPLE
Rome Price Table (1674),D'Iua artetica,,SIMPLE
Rome Price Table (1674),Acque stiilate d'erbe ordi,,AQUA
Rome Price Table (1674),narie,,SIMPLE
Rome Price Table (1674),Acquauite ordinarie,,SIMPLE
Rome Price Table (1674),Acquauite da vngere,,SIMPLE
Rome Price Table (1674),"Acque stillate composte,cioe",,AQUA
Rome Price Table (1674),Acqua forte delFallopio,,SIMPLE
Rome Price Table (1674),Histerica del Quercet.,,SIMPLE
Rome Price Table (1674),Acqua,,SIMPLE
Rome Price Table (1674),del Quercetano,,SIMPLE
Rome Price Table (1674),Acqua di Scordion Teria-,,SIMPLE
Rome Price Table (1674),cale,,SIMPLE
Rome Price Table (1674),Antimonio diaforetico,Antimonium,SIMPLE
Rome Price Table (1674),Antimonio hepar,Antimonium,SIMPLE
Rome Price Table (1674),Antimonio hiacintino,Antimonium,SIMPLE
Rome Price Table (1674),Balsamo di solfo,Balsamum,SIMPLE
Rome Price Table (1674),Butiro di solfo,Sulfur,SIMPLE
Rome Price Table (1674),Corno di ceruo filosofi-,,SIMPLE
Rome Price Table (1674),Croco di marte aperiti-,,SIMPLE
Rome Price Table (1674),Croco di marte astringen-,,SIMPLE
Rome Price Table (1674),Elexir vitae del G.Duca,,SIMPLE
Rome Price Table (1674),Estratti.,,SIMPLE
Rome Price Table (1674),Estratto d'agarico,Agaricus,SIMPLE
Rome Price Table (1674),D'aloe,,SIMPLE
Rome Price Table (1674),D'aloe del Quercetano,,SIMPLE
Rome Price Table (1674),Cattolico del Quercet.,,SIMPLE
Rome Price Table (1674),D'elleboro,Helleborus,SIMPLE
Rome Price Table (1674),"Di legno santo, cioè gom-",,SIMPLE
Rome Price Table (1674),Fecula di Arone,,SIMPLE
Rome Price Table (1674),Fecula di brionia,,SIMPLE
Rome Price Table (1674),Fiori di belzuino,,SIMPLE
Rome Price Table (1674),Fiori di Solfo,Sulfur,SIMPLE
Rome Price Table (1674),Iuleb gemmato con odori,,SIMPLE
Rome Price Table (1674),Iuleb gemmato senz odori,,SIMPLE
Rome Price Table (1674),Iuleb perlato,,SIMPLE
Rome Price Table (1674),Laudano nepentes del Quer,Ladanum,SIMPLE
Rome Price Table (1674),cetano,,SIMPLE
Rome Price Table (1674),Mercurio dulcificato,,SIMPLE
Rome Price Table (1674),"Mercurio vitae, cioe Al-",,SIMPLE
Rome Price Table (1674),cherot,,SIMPLE
Rome Price Table (1674),Ogli.,,SIMPLE
Rome Price Table (1674),Oglio d'anisi,Anisum,SIMPLE
Rome Price Table (1674),D'assenzo stillato,,SIMPLE
Rome Price Table (1674),Guaiaco stillato,,SIMPLE
Rome Price Table (1674),Di scroze di cedro,,SIMPLE
Rome Price Table (1674),stillatione,,SIMPLE
Rome Price Table (1674),Di tartaro,,SIMPLE
Rome Price Table (1674),à humido,,SIMPLE
Rome Price Table (1674),Resina di mechiocan,,SIMPLE
Rome Price Table (1674),Resina di scamonea,Scammonia,SIMPLE
Rome Price Table (1674),Resina si scialappa,,SIMPLE
Rome Price Table (1674),Sali.,,SIMPLE
Rome Price Table (1674),Sale d'acciaro,,SIMPLE
Rome Price Table (1674),D'assenzo,,SIMPLE
Rome Price Table (1674),D'artemisia,,SIMPLE
Rome Price Table (1674),D'iua artetica,,SIMPLE
Rome Price Table (1674),"Di tutt'erbe,e radici fi-",,SIMPLE
Rome Price Table (1674),"Di tutt'erbe, e radici gros-",,SIMPLE
Rome Price Table (1674),Siero di capra stillato,,SIMPLE
Rome Price Table (1674),Spiriti.,,SIMPLE
Rome Price Table (1674),Spirito di canfora,Camphora,SIMPLE
Rome Price Table (1674),Tartaro vitriolato,,SIMPLE
Rome Price Table (1674),Tintura di coralli,,SIMPLE
Rome Price Table (1674),"Tutte le cose scritte a grani, quando si danno a scrupoli; e tutte le cose scritte a scru-poli, & a dramme, quando si danno a oncie ; e tutte le cose a oncia, e si dau-no a libra, si doueranno valutare vn quarto meno del prezzo constituito nella pre-sente Tassa.Che",,SIMPLE
Rome Price Table (1674),Vrbano Sacchetti Decano della Camera.,,SIMPLE
Rome Price Table (1674),Florido Saluatori Med. segreto di N.S. e Protomed. Generale.,,SIMPLE
Rome Price Table (1674),Carlo Valesio primo Consigliere.Cesare Macchiati secondo Consigliere.,,SIMPLE
Rome Price Table (1674),"Matteo de Angelis Segr. e Cane. di Cam. Ludouico Martoli Not. e Secr,",,SIMPLE
"Guillem Coll (Girona, 1454)",Noverint universi etc cum mulieresmortuis eorum viris postquam mortem ipsorumsciverint de bonis eorumdem suorum viroruminventarium facere teneantur juxtaconstitucionem per serenissinum dominum Regem,,SIMPLE
"Guillem Coll (Girona, 1454)",viri mei infra tempus in dicta constitucioneexpressum facere procuravi inventarium seu reportorium quodquidem inventariumpost mortem ipsius viri mei qui dievicesima tercia mensis decembrisproxime preteriti diem suum clausit ex-tremum incepi quinta mensisJanuarii anno anativitate dominimillesimo millesimo qua-dringetesimo quinquagesimo quarto et aliis subsequentibusdiebus continuavi et perfeci ut sequiturin hunc modum,,SIMPLE
"Guillem Coll (Girona, 1454)",de medecina appellat Nicolau,,SIMPLE
"Guillem Coll (Girona, 1454)",hun pot vert en que ha hunpoch de gingibre vert,Zingiber,SIMPLE
"Guillem Coll (Girona, 1454)",hun altre pot de terra en queha hun poch de scorsa de ponsem,,SIMPLE
"Guillem Coll (Girona, 1454)",dos gitadors de candelar cerede coure,,SIMPLE
"Guillem Coll (Girona, 1454)",una coladora de candelar cerede coure,,SIMPLE
"Guillem Coll (Girona, 1454)",dos pans de sucre demostures,,SIMPLE
"Guillem Coll (Girona, 1454)",hun fogo de tres peus perobrar de cere,,SIMPLE
"Guillem Coll (Girona, 1454)",hun altra parol de coure perreffurs de cere vella,,SIMPLE
"Guillem Coll (Girona, 1454)",hun parol gran de coureper fer torrons,,SIMPLE
"Guillem Coll (Girona, 1454)",una altra parol petit de coureper fer confits,,SIMPLE
"Guillem Coll (Girona, 1454)",una tassa de coure per ferexerops trencada,,SIMPLE
"Guillem Coll (Girona, 1454)",una tasseta petita per ferenguents,,SIMPLE
"Guillem Coll (Girona, 1454)",huns alembichs grans,,SIMPLE
"Guillem Coll (Girona, 1454)",dues bassines petites testesde leuto per per tenir pebre e ginbgingibre,Zingiber,SIMPLE
"Guillem Coll (Girona, 1454)",sis liures e mige de gingibreentir,Zingiber,SIMPLE
"Guillem Coll (Girona, 1454)",quaranta tres pots gransde terra de Valencia en que hadiverses enguents del art depocha valor,,SIMPLE
"Guillem Coll (Girona, 1454)",XIII pots de terra pintats veneciansen que ha diverses enguents de pochavalor del art,,SIMPLE
"Guillem Coll (Girona, 1454)",hun plat de terra gran pertenir confits,,SIMPLE
"Guillem Coll (Girona, 1454)",tres ciris de cere trencats de raffos pesants sis liures,,SIMPLE
"Guillem Coll (Girona, 1454)",ha quinze tases de fust ver-melles mijanceres en que hahun poch de clavells de girofle e pimentes e cere gomada,Mel,SIMPLE
"Guillem Coll (Girona, 1454)",hun anap dargent quees stat daurat de pes de [ ___ ]onses la qual copa daurada e lo dit anap dargent te enNicolau Labia botiguer deGirona enpenyora per norante solidos quelo dit deffunct li devia,,SIMPLE
"Guillem Coll (Girona, 1454)",huiusmodi inseri facere et abiungi vel de novo aliudde novo facere ab parteminventarium seu reporto-rum et aliter que bona et iuraipsa iurllatum valeant occultari de quibus omnibus et singulispeto et requiro et michi fieriet tradi unum et plura publi-cum et publica instrumentum etinstrumenta per notarium infrascriptumab habendum memoriam infuturum,Mentha,SIMPLE
"Donna Miquella (Avignon, 1492)",conserve rosarum,Rosa,CONSERVA
"Donna Miquella (Avignon, 1492)",barbotina confida,,SIMPLE
"Donna Miquella (Avignon, 1492)",litargiri auri,,SIMPLE
"Donna Miquella (Avignon, 1492)",senisa,,SIMPLE
"Donna Miquella (Avignon, 1492)",torbit,,SIMPLE
"Donna Miquella (Avignon, 1492)",pillulle balsami,Balsamum,PILLULA
"Donna Miquella (Avignon, 1492)",macis,Macis,SIMPLE
"Donna Miquella (Avignon, 1492)",saffran,,SIMPLE
"Donna Miquella (Avignon, 1492)",triacla,,SIMPLE
"Donna Miquella (Avignon, 1492)",ciera verda gomada,Cera,SIMPLE
"Donna Miquella (Avignon, 1492)",Mesue,,SIMPLE
